OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPercent,Channel,Country
O005430,2024-11-15,C01374,P021,3,40.26,0.0,Website,UK
O005431,2024-11-15,C01924,P036,1,24.93,0.0,Website,UK
O005432,2024-11-15,C01429,P034,1,14.95,0.0,Website,IT
O005433,2024-11-15,C00656,P041,4,30.63,0.0,eBay,UK
O005434,2024-11-15,C01223,P024,2,44.22,0.05,Amazon,UK
O005435,2024-11-15,C01450,P026,1,77.52,0.15,Amazon,FR
O005436,2024-11-15,C00504,P022,1,40.75,0.15,Website,DE
O005437,2024-11-15,C01926,P032,1,27.17,0.0,eBay,UK
O005438,2024-11-15,C00673,P013,4,59.07,0.0,Website,DE
O005439,2024-11-15,C01989,P017,2,41.65,0.15,Website,FR
O005440,2024-11-15,C01963,P006,3,45.96,0.0,Mobile app,DE
O005441,2024-11-15,C00908,P041,1,29.81,0.1,Amazon,ES
O005442,2024-11-15,C01265,P012,2,47.28,0.0,Website,IT
O005443,2024-11-15,C00081,P008,1,43.4,0.0,Website,DE
O005444,2024-11-15,C01162,P011,1,57.37,0.1,eBay,DE
O005445,2024-11-15,C01078,P029,4,33.76,0.0,eBay,DE
O005446,2024-11-15,C01036,P006,4,48.77,0.0,Website,UK
O005447,2024-11-15,C01937,P016,3,52.67,0.0,eBay,UK
O005448,2024-11-16,C00451,P041,2,28.99,0.1,Website,FR
O005449,2024-11-16,C00693,P037,3,12.56,0.0,Website,ES
O005450,2024-11-16,C00991,P004,1,49.46,0.05,Website,UK
O005451,2024-11-16,C00581,P015,1,53.35,0.1,Mobile app,DE
O005452,2024-11-16,C01262,P002,2,69.64,0.1,Amazon,UK
O005453,2024-11-16,C00370,P011,1,55.28,0.1,Mobile app,ES
O005454,2024-11-16,C00819,P007,4,63.96,0.1,Amazon,UK
O005455,2024-11-16,C00688,P011,1,52.73,0.05,Mobile app,DE
O005456,2024-11-16,C01235,P027,3,73.76,0.0,Website,DE
O005457,2024-11-16,C01718,P005,4,66.82,0.15,eBay,UK
O005458,2024-11-16,C01141,P036,1,23.62,0.15,Website,DE
O005459,2024-11-16,C00229,P011,1,55.54,0.1,Website,DE
O005460,2024-11-16,C00670,P019,2,39.4,0.0,Amazon,UK
O005461,2024-11-16,C01291,P029,3,33.09,0.0,eBay,UK
O005462,2024-11-16,C00425,P032,1,28.1,0.05,Website,UK
O005463,2024-11-16,C01300,P006,2,49.57,0.15,Website,FR
O005464,2024-11-16,C01600,P014,2,48.75,0.1,Amazon,FR
O005465,2024-11-16,C01962,P021,1,40.21,0.1,Website,UK
O005466,2024-11-16,C00298,P027,4,73.81,0.0,Website,NL
O005467,2024-11-16,C00154,P038,2,28.49,0.15,Mobile app,UK
O005468,2024-11-16,C00100,P012,2,50.88,0.05,Website,UK
O005469,2024-11-16,C00131,P006,1,46.31,0.0,Website,DE
O005470,2024-11-16,C01011,P007,2,63.82,0.0,eBay,NL
O005471,2024-11-16,C01529,P019,1,41.02,0.15,Mobile app,FR
O005472,2024-11-16,C01394,P019,2,42.02,0.1,Mobile app,UK
O005473,2024-11-17,C00572,P025,1,47.36,0.0,Mobile app,UK
O005474,2024-11-17,C01340,P038,3,27.97,0.0,eBay,FR
O005475,2024-11-17,C01262,P008,1,41.24,0.05,Website,FR
O005476,2024-11-17,C01965,P019,2,40.34,0.0,Mobile app,UK
O005477,2024-11-17,C01750,P030,4,33.58,0.0,Mobile app,FR
O005478,2024-11-17,C01259,P002,1,64.8,0.0,eBay,DE
O005479,2024-11-17,C01458,P009,2,52.35,0.15,Mobile app,UK
O005480,2024-11-17,C00907,P007,1,62.95,0.0,Website,UK
O005481,2024-11-17,C00815,P038,3,27.44,0.0,Website,IT
O005482,2024-11-17,C01136,P001,4,62.91,0.0,Amazon,NL
O005483,2024-11-17,C00808,P028,1,63.98,0.0,Website,FR
O005484,2024-11-17,C00950,P021,1,40.66,0.15,Mobile app,ES
O005485,2024-11-17,C01363,P010,1,53.34,0.0,Website,ES
O005486,2024-11-17,C01113,P019,1,40.84,0.0,Website,UK
O005487,2024-11-17,C01845,P029,2,36.27,0.1,Mobile app,DE
O005488,2024-11-17,C01411,P007,1,60.42,0.0,Website,UK
O005489,2024-11-17,C01440,P045,1,28.3,0.0,Website,UK
O005490,2024-11-17,C01327,P015,1,50.08,0.1,Website,UK
O005491,2024-11-17,C01277,P031,1,18.4,0.15,Mobile app,FR
O005492,2024-11-17,C00729,P010,1,54.44,0.0,Amazon,UK
O005493,2024-11-17,C00887,P024,2,44.78,0.0,Website,UK
O005494,2024-11-17,C01263,P034,2,14.87,0.0,Website,NL
O005495,2024-11-17,C01045,P042,2,14.96,0.0,Mobile app,IT
O005496,2024-11-17,C01674,P033,1,17.32,0.0,Mobile app,UK
O005497,2024-11-17,C01205,P043,4,15.99,0.05,Mobile app,UK
O005498,2024-11-17,C00943,P032,3,26.06,0.1,Website,UK
O005499,2024-11-17,C01755,P044,1,27.23,0.05,Website,DE
O005500,2024-11-17,C00093,P043,3,16.58,0.0,Website,UK
O005501,2024-11-17,C00591,P006,3,48.68,0.0,Amazon,IT
O005502,2024-11-17,C00768,P015,1,54.77,0.0,Mobile app,DE
O005503,2024-11-17,C01695,P025,2,50.13,0.0,eBay,UK
O005504,2024-11-17,C00149,P020,4,55.82,0.05,Website,FR
O005505,2024-11-17,C00955,P036,4,23.76,0.0,Mobile app,UK
O005506,2024-11-17,C00136,P041,1,31.77,0.1,Website,UK
O005507,2024-11-18,C00396,P032,2,26.16,0.0,Mobile app,UK
O005508,2024-11-18,C01285,P036,1,24.86,0.1,eBay,UK
O005509,2024-11-18,C00270,P024,2,44.11,0.05,Mobile app,DE
O005510,2024-11-18,C00772,P010,3,50.23,0.0,Mobile app,NL
O005511,2024-11-18,C00882,P002,2,66.62,0.15,Website,IT
O005512,2024-11-18,C00548,P044,1,28.42,0.1,Website,UK
O005513,2024-11-18,C01561,P031,2,16.96,0.0,Website,NL
O005514,2024-11-18,C01738,P017,1,42.12,0.0,Mobile app,UK
O005515,2024-11-18,C01922,P015,2,51.99,0.1,Website,NL
O005516,2024-11-18,C00434,P018,1,74.9,0.0,Website,UK
O005517,2024-11-18,C01061,P032,4,27.83,0.0,Mobile app,DE
O005518,2024-11-18,C01945,P028,1,63.79,0.0,Amazon,UK
O005519,2024-11-18,C00878,P037,3,12.12,0.0,Website,UK
O005520,2024-11-18,C00461,P002,4,66.23,0.0,Website,UK
O005521,2024-11-18,C00642,P008,1,43.98,0.15,Website,FR
O005522,2024-11-18,C01826,P035,4,14.27,0.0,Mobile app,DE
O005523,2024-11-18,C00043,P029,3,33.07,0.1,Amazon,UK
O005524,2024-11-18,C00829,P006,2,46.8,0.0,eBay,NL
O005525,2024-11-18,C01149,P044,2,28.07,0.1,Website,FR
O005526,2024-11-18,C00264,P013,1,62.97,0.05,Mobile app,UK
O005527,2024-11-18,C01601,P005,4,64.23,0.1,Website,UK
O005528,2024-11-18,C00734,P005,3,63.23,0.0,Mobile app,UK
O005529,2024-11-18,C01285,P015,3,51.79,0.15,Mobile app,UK
O005530,2024-11-18,C01224,P035,1,14.56,0.0,Website,UK
O005531,2024-11-18,C01194,P031,2,17.07,0.0,Amazon,UK
O005532,2024-11-18,C01844,P004,1,45.9,0.15,Amazon,IT
O005533,2024-11-19,C00703,P005,1,61.81,0.15,Amazon,FR
O005534,2024-11-19,C01510,P043,2,15.63,0.15,Mobile app,UK
O005535,2024-11-19,C01363,P004,4,46.24,0.05,Website,DE
O005536,2024-11-19,C00585,P004,1,48.23,0.05,Mobile app,IT
O005537,2024-11-19,C01721,P034,1,14.65,0.0,Amazon,UK
O005538,2024-11-19,C01539,P028,2,65.15,0.0,Website,UK
O005539,2024-11-19,C00413,P043,3,16.78,0.15,Website,ES
O005540,2024-11-19,C01034,P035,2,14.88,0.15,Website,UK
O005541,2024-11-19,C00724,P034,2,15.75,0.1,Website,ES
O005542,2024-11-19,C00081,P039,2,23.09,0.05,eBay,FR
O005543,2024-11-19,C01034,P031,1,17.33,0.0,Website,FR
O005544,2024-11-19,C00466,P043,2,15.8,0.05,Website,NL
O005545,2024-11-19,C01180,P035,4,14.91,0.1,Amazon,UK
O005546,2024-11-19,C00598,P017,3,44.1,0.0,Amazon,ES
O005547,2024-11-19,C00232,P029,2,33.68,0.0,Website,UK
O005548,2024-11-19,C01284,P011,2,56.25,0.15,Website,ES
O005549,2024-11-19,C00059,P032,1,26.96,0.0,Website,FR
O005550,2024-11-19,C01013,P014,3,49.69,0.0,Mobile app,IT
O005551,2024-11-19,C01540,P030,4,34.63,0.05,Website,UK
O005552,2024-11-19,C01267,P025,1,47.36,0.15,Mobile app,UK
O005553,2024-11-19,C00298,P030,4,34.47,0.0,Website,ES
O005554,2024-11-20,C01129,P042,3,15.69,0.1,eBay,IT
O005555,2024-11-20,C01346,P029,2,34.76,0.15,Mobile app,UK
O005556,2024-11-20,C00568,P022,1,41.24,0.0,Mobile app,DE
O005557,2024-11-20,C00603,P030,1,33.68,0.0,Mobile app,FR
O005558,2024-11-20,C01113,P033,2,16.3,0.1,Mobile app,DE
O005559,2024-11-20,C00365,P011,3,54.4,0.0,Website,FR
O005560,2024-11-20,C00001,P027,1,79.15,0.0,Mobile app,FR
O005561,2024-11-20,C00027,P012,4,46.8,0.0,Website,UK
O005562,2024-11-20,C01314,P033,4,17.7,0.0,Website,FR
O005563,2024-11-20,C00772,P002,1,65.12,0.1,Website,UK
O005564,2024-11-20,C01546,P021,3,39.17,0.0,Amazon,FR
O005565,2024-11-20,C01173,P024,1,46.43,0.15,Mobile app,ES
O005566,2024-11-20,C01057,P034,1,14.39,0.1,Website,ES
O005567,2024-11-20,C00551,P013,1,63.02,0.0,eBay,UK
O005568,2024-11-20,C01303,P040,3,15.86,0.0,eBay,UK
O005569,2024-11-20,C00033,P041,1,30.25,0.1,Mobile app,FR
O005570,2024-11-20,C01082,P006,1,47.88,0.05,Mobile app,UK
O005571,2024-11-20,C01464,P026,1,77.28,0.0,eBay,UK
O005572,2024-11-20,C00942,P043,1,16.95,0.15,Website,UK
O005573,2024-11-20,C01376,P022,2,40.56,0.0,Website,DE
O005574,2024-11-20,C01424,P025,1,48.51,0.05,Website,UK
O005575,2024-11-21,C00012,P004,2,49.23,0.0,Website,FR
O005576,2024-11-21,C01908,P018,2,77.06,0.15,Website,FR
O005577,2024-11-21,C00950,P017,2,43.73,0.05,Amazon,DE
O005578,2024-11-21,C00399,P037,3,11.83,0.1,Website,UK
O005579,2024-11-21,C00618,P026,3,77.42,0.0,eBay,UK
O005580,2024-11-21,C01266,P039,3,22.75,0.15,Mobile app,IT
O005581,2024-11-21,C01614,P008,3,43.65,0.15,Website,FR
O005582,2024-11-21,C01252,P034,1,15.32,0.0,Website,UK
O005583,2024-11-21,C00414,P024,2,45.11,0.0,Amazon,UK
O005584,2024-11-21,C00109,P006,2,50.25,0.1,Website,NL
O005585,2024-11-21,C00771,P026,1,74.29,0.0,Website,UK
O005586,2024-11-21,C00884,P039,3,22.9,0.05,eBay,UK
O005587,2024-11-21,C01119,P038,3,27.89,0.0,Mobile app,DE
O005588,2024-11-21,C01016,P023,2,44.8,0.15,Website,ES
O005589,2024-11-22,C00144,P017,1,42.22,0.0,Amazon,UK
O005590,2024-11-22,C00498,P028,1,59.54,0.05,Website,UK
O005591,2024-11-22,C01625,P044,1,28.38,0.1,eBay,UK
O005592,2024-11-22,C00278,P026,1,70.66,0.05,Mobile app,UK
O005593,2024-11-22,C01611,P004,1,47.36,0.0,Amazon,UK
O005594,2024-11-22,C01026,P022,1,41.55,0.05,Amazon,DE
O005595,2024-11-22,C01790,P012,1,50.73,0.1,Website,IT
O005596,2024-11-22,C00842,P017,4,40.43,0.15,Website,ES
O005597,2024-11-22,C00478,P040,4,15.99,0.0,Website,DE
O005598,2024-11-22,C01266,P038,1,27.44,0.15,Mobile app,UK
O005599,2024-11-22,C00685,P003,4,41.35,0.0,Website,NL
O005600,2024-11-22,C00376,P023,3,47.26,0.0,eBay,NL
O005601,2024-11-22,C00610,P037,2,12.14,0.1,Website,UK
O005602,2024-11-22,C01993,P030,1,36.18,0.0,Amazon,IT
O005603,2024-11-22,C00217,P019,1,38.79,0.05,Amazon,FR
O005604,2024-11-22,C01069,P001,1,59.64,0.15,Website,NL
O005605,2024-11-22,C00895,P012,1,50.12,0.15,Website,UK
O005606,2024-11-22,C00671,P012,1,48.15,0.05,Mobile app,NL
O005607,2024-11-22,C01622,P012,2,48.36,0.0,Mobile app,ES
O005608,2024-11-22,C00178,P039,1,22.39,0.0,Website,UK
O005609,2024-11-22,C00991,P018,1,77.77,0.15,Website,DE
O005610,2024-11-22,C01598,P006,3,50.06,0.0,Website,UK
O005611,2024-11-22,C00466,P039,3,22.81,0.0,Mobile app,UK
O005612,2024-11-22,C01698,P016,4,51.85,0.1,Website,ES
O005613,2024-11-22,C01908,P007,1,64.16,0.0,Website,UK
O005614,2024-11-23,C00781,P026,1,77.24,0.15,Website,UK
O005615,2024-11-23,C01815,P013,1,59.02,0.1,Website,UK
O005616,2024-11-23,C00071,P039,3,23.19,0.15,Mobile app,UK
O005617,2024-11-23,C00316,P042,3,15.42,0.0,Website,IT
O005618,2024-11-23,C00345,P025,3,50.02,0.05,Website,UK
O005619,2024-11-23,C01368,P029,1,36.01,0.15,Mobile app,UK
O005620,2024-11-23,C00603,P012,1,49.77,0.0,Mobile app,DE
O005621,2024-11-23,C01122,P012,3,49.05,0.1,Amazon,ES
O005622,2024-11-23,C01666,P003,1,40.77,0.15,Website,UK
O005623,2024-11-23,C00161,P028,2,62.96,0.0,eBay,NL
O005624,2024-11-23,C01510,P026,1,73.72,0.0,Mobile app,IT
O005625,2024-11-23,C01007,P021,2,39.53,0.05,eBay,NL
O005626,2024-11-23,C00630,P045,2,29.88,0.05,Amazon,UK
O005627,2024-11-23,C01053,P003,1,42.03,0.05,Website,UK
O005628,2024-11-23,C00388,P023,1,44.35,0.1,Amazon,DE
O005629,2024-11-23,C00337,P029,2,33.31,0.15,Website,NL
O005630,2024-11-23,C00802,P008,4,40.59,0.1,eBay,UK
O005631,2024-11-23,C00054,P004,1,46.11,0.0,Website,FR
O005632,2024-11-23,C00758,P031,4,17.46,0.0,Mobile app,NL
O005633,2024-11-23,C01783,P037,4,11.79,0.0,Website,UK
O005634,2024-11-23,C00184,P016,2,53.2,0.0,Amazon,FR
O005635,2024-11-23,C01108,P025,4,48.16,0.1,Website,UK
O005636,2024-11-23,C01793,P033,1,17.45,0.05,Website,FR
O005637,2024-11-23,C01857,P003,1,42.95,0.0,Website,FR
O005638,2024-11-23,C00872,P027,2,71.83,0.0,Mobile app,ES
O005639,2024-11-23,C01287,P032,2,26.81,0.0,Website,IT
O005640,2024-11-23,C00134,P010,1,52.13,0.0,Website,UK
O005641,2024-11-23,C00902,P016,3,49.49,0.1,Amazon,DE
O005642,2024-11-23,C01003,P006,2,47.67,0.0,Mobile app,UK
O005643,2024-11-23,C00786,P006,3,47.55,0.1,Website,DE
O005644,2024-11-23,C01187,P044,2,27.81,0.0,Mobile app,UK
O005645,2024-11-23,C01390,P001,3,58.18,0.0,Website,FR
O005646,2024-11-23,C01252,P034,2,15.67,0.0,Mobile app,UK
O005647,2024-11-23,C01374,P005,1,67.09,0.1,Website,DE
O005648,2024-11-23,C00978,P003,2,39.83,0.1,Website,FR
O005649,2024-11-24,C01305,P002,1,64.23,0.05,Mobile app,NL
O005650,2024-11-24,C00834,P009,4,52.53,0.15,Website,UK
O005651,2024-11-24,C00028,P010,1,53.64,0.0,Website,ES
O005652,2024-11-24,C01683,P032,3,26.11,0.0,Website,UK
O005653,2024-11-24,C01737,P042,2,15.91,0.05,Website,FR
O005654,2024-11-24,C00345,P023,1,45.61,0.1,eBay,DE
O005655,2024-11-24,C01329,P017,1,43.41,0.0,Website,UK
O005656,2024-11-24,C00709,P031,4,18.47,0.0,eBay,UK
O005657,2024-11-24,C00856,P018,1,76.32,0.05,eBay,UK
O005658,2024-11-24,C00596,P024,2,48.32,0.05,Mobile app,DE
O005659,2024-11-24,C01447,P037,1,12.56,0.0,Website,UK
O005660,2024-11-24,C01409,P011,1,55.22,0.15,Website,UK
O005661,2024-11-24,C01793,P024,2,47.39,0.0,Website,IT
O005662,2024-11-24,C01257,P028,1,62.41,0.0,Website,DE
O005663,2024-11-24,C00960,P005,2,62.08,0.1,Website,FR
O005664,2024-11-24,C00662,P041,1,31.4,0.15,Mobile app,UK
O005665,2024-11-24,C00585,P006,1,49.69,0.1,Website,DE
O005666,2024-11-24,C00881,P003,2,42.6,0.1,Mobile app,UK
O005667,2024-11-24,C01047,P032,1,26.48,0.0,Mobile app,IT
O005668,2024-11-24,C00204,P025,1,50.87,0.0,Mobile app,ES
O005669,2024-11-24,C01160,P017,2,43.02,0.0,eBay,DE
O005670,2024-11-24,C01557,P031,1,18.25,0.0,eBay,FR
O005671,2024-11-24,C01702,P002,1,65.22,0.0,Website,FR
O005672,2024-11-24,C01293,P026,1,71.84,0.0,Website,UK
O005673,2024-11-24,C01562,P032,1,26.27,0.1,Mobile app,UK
O005674,2024-11-24,C01216,P016,1,50.68,0.05,Mobile app,FR
O005675,2024-11-24,C00117,P044,2,26.71,0.05,Website,ES
O005676,2024-11-24,C00520,P025,1,47.37,0.0,Website,UK
O005677,2024-11-24,C00169,P022,2,40.29,0.0,eBay,UK
O005678,2024-11-24,C01446,P024,1,47.25,0.0,eBay,UK
O005679,2024-11-24,C00263,P014,4,46.08,0.05,Amazon,UK
O005680,2024-11-24,C01974,P003,1,40.11,0.0,Website,UK
O005681,2024-11-24,C01361,P010,2,50.21,0.0,Website,IT
O005682,2024-11-24,C00291,P017,1,40.69,0.15,Amazon,ES
O005683,2024-11-25,C01890,P001,1,59.47,0.0,Website,ES
O005684,2024-11-25,C00121,P036,2,25.38,0.05,Amazon,UK
O005685,2024-11-25,C01318,P022,4,40.08,0.05,Website,IT
O005686,2024-11-25,C00140,P005,2,66.33,0.15,Mobile app,UK
O005687,2024-11-25,C00937,P018,2,75.89,0.15,Website,DE
O005688,2024-11-25,C01329,P040,2,15.72,0.05,Website,FR
O005689,2024-11-25,C00875,P027,1,72.43,0.15,eBay,FR
O005690,2024-11-25,C01623,P001,3,60.17,0.05,Mobile app,NL
O005691,2024-11-25,C01292,P007,1,61.02,0.05,eBay,UK
O005692,2024-11-25,C00085,P030,1,33.96,0.0,Mobile app,UK
O005693,2024-11-25,C01170,P028,4,64.43,0.0,Website,FR
O005694,2024-11-25,C00166,P017,1,40.63,0.0,Website,UK
O005695,2024-11-25,C00939,P025,2,48.98,0.05,eBay,NL
O005696,2024-11-25,C00893,P043,4,15.89,0.0,Amazon,UK
O005697,2024-11-25,C00949,P001,3,59.97,0.0,Website,UK
O005698,2024-11-25,C01198,P021,3,40.13,0.0,Website,UK
O005699,2024-11-25,C01884,P004,3,46.62,0.05,Website,IT
O005700,2024-11-25,C01711,P038,2,26.84,0.15,Mobile app,UK
O005701,2024-11-26,C00563,P040,3,15.68,0.05,Website,ES
O005702,2024-11-26,C00979,P023,2,46.42,0.0,Website,UK
O005703,2024-11-26,C01258,P020,4,55.59,0.0,Website,IT
O005704,2024-11-26,C00942,P040,2,16.86,0.05,Amazon,DE
O005705,2024-11-26,C01429,P034,1,14.75,0.0,Mobile app,UK
O005706,2024-11-26,C00353,P027,3,72.42,0.0,Amazon,FR
O005707,2024-11-26,C00721,P045,3,30.71,0.15,eBay,UK
O005708,2024-11-26,C00463,P009,4,52.03,0.1,Website,UK
O005709,2024-11-26,C01706,P043,2,16.9,0.0,Website,FR
O005710,2024-11-26,C00588,P025,4,48.24,0.0,Website,FR
O005711,2024-11-26,C01052,P025,4,49.75,0.0,Website,DE
O005712,2024-11-26,C00291,P043,3,15.99,0.1,Website,DE
O005713,2024-11-26,C00223,P010,4,53.25,0.0,eBay,FR
O005714,2024-11-26,C01089,P037,1,12.19,0.15,Website,FR
O005715,2024-11-26,C01183,P033,2,17.21,0.0,eBay,UK
O005716,2024-11-26,C01392,P044,2,27.53,0.0,eBay,UK
O005717,2024-11-26,C00480,P007,1,65.04,0.0,Mobile app,IT
O005718,2024-11-26,C00352,P030,1,35.85,0.05,Mobile app,UK
O005719,2024-11-26,C01373,P008,1,42.09,0.0,Website,DE
O005720,2024-11-27,C01436,P027,2,77.95,0.0,Website,IT
O005721,2024-11-27,C01808,P019,1,41.38,0.05,Mobile app,UK
O005722,2024-11-27,C01042,P014,4,50.06,0.0,Mobile app,FR
O005723,2024-11-27,C01942,P013,2,59.4,0.05,Amazon,IT
O005724,2024-11-27,C01565,P039,1,23.98,0.0,Website,UK
O005725,2024-11-27,C01029,P017,1,41.33,0.1,eBay,UK
O005726,2024-11-27,C00393,P029,2,33.7,0.05,eBay,IT
O005727,2024-11-27,C01793,P033,4,16.26,0.05,Mobile app,UK
O005728,2024-11-27,C01775,P018,2,78.29,0.1,Amazon,UK
O005729,2024-11-27,C01791,P002,4,64.91,0.1,Mobile app,UK
O005730,2024-11-27,C01192,P013,4,60.68,0.15,Website,ES
O005731,2024-11-27,C01150,P041,3,29.62,0.0,Website,ES
O005732,2024-11-27,C01451,P036,1,23.56,0.15,Mobile app,ES
O005733,2024-11-27,C00461,P018,3,73.28,0.05,Amazon,ES
O005734,2024-11-27,C00994,P032,2,26.48,0.0,Mobile app,IT
O005735,2024-11-27,C00481,P004,3,48.95,0.15,eBay,UK
O005736,2024-11-27,C01170,P026,1,76.28,0.0,Website,DE
O005737,2024-11-27,C01178,P009,1,51.11,0.05,Website,NL
O005738,2024-11-27,C00112,P034,1,15.26,0.05,Website,DE
O005739,2024-11-27,C00120,P015,2,53.86,0.1,Amazon,DE
O005740,2024-11-27,C01286,P022,2,38.8,0.0,eBay,FR
O005741,2024-11-27,C01834,P006,1,47.05,0.0,eBay,ES
O005742,2024-11-27,C00767,P008,2,43.66,0.0,Website,UK
O005743,2024-11-27,C00864,P011,1,53.74,0.0,eBay,FR
O005744,2024-11-27,C00326,P006,2,46.33,0.05,Website,UK
O005745,2024-11-27,C01966,P019,1,41.85,0.05,eBay,FR
O005746,2024-11-28,C01927,P027,1,76.95,0.1,Amazon,DE
O005747,2024-11-28,C00018,P004,1,49.56,0.05,Website,DE
O005748,2024-11-28,C00820,P014,2,47.18,0.05,Amazon,DE
O005749,2024-11-28,C00128,P038,1,29.02,0.0,Mobile app,UK
O005750,2024-11-28,C00654,P016,4,51.19,0.0,Mobile app,DE
O005751,2024-11-28,C01021,P028,2,59.82,0.0,Amazon,UK
O005752,2024-11-28,C00253,P033,1,17.36,0.0,Amazon,FR
O005753,2024-11-28,C01957,P043,3,15.93,0.1,Amazon,IT
O005754,2024-11-28,C01391,P031,1,17.64,0.0,Amazon,DE
O005755,2024-11-28,C01645,P009,3,50.53,0.1,Mobile app,DE
O005756,2024-11-28,C00849,P019,2,41.53,0.05,Website,ES
O005757,2024-11-28,C00955,P024,1,47.68,0.0,Website,IT
O005758,2024-11-28,C00345,P042,2,15.26,0.0,Website,DE
O005759,2024-11-28,C00871,P045,2,28.33,0.15,eBay,IT
O005760,2024-11-28,C00925,P010,4,54.19,0.0,Website,UK
O005761,2024-11-28,C01468,P034,3,15.1,0.0,Website,UK
O005762,2024-11-28,C00655,P038,2,28.1,0.0,Mobile app,UK
O005763,2024-11-28,C01983,P044,1,26.44,0.05,Amazon,UK
O005764,2024-11-28,C00489,P015,1,54.69,0.0,Website,UK
O005765,2024-11-28,C00043,P001,2,58.54,0.0,eBay,UK
O005766,2024-11-28,C00016,P015,1,53.03,0.1,Website,DE
O005767,2024-11-28,C00456,P011,3,54.21,0.0,Mobile app,UK
O005768,2024-11-28,C00993,P038,1,27.44,0.1,Amazon,DE
O005769,2024-11-28,C00116,P015,1,53.52,0.05,Website,UK
O005770,2024-11-28,C00135,P036,2,24.26,0.05,Website,IT
O005771,2024-11-28,C00127,P029,2,35.74,0.0,Amazon,DE
O005772,2024-11-29,C00899,P003,1,41.05,0.0,Website,UK
O005773,2024-11-29,C01476,P008,1,42.2,0.15,Amazon,IT
O005774,2024-11-29,C00692,P029,3,33.84,0.0,eBay,FR
O005775,2024-11-29,C00641,P025,1,51.12,0.0,Website,ES
O005776,2024-11-29,C01091,P017,3,42.66,0.0,eBay,ES
O005777,2024-11-29,C01565,P020,2,60.19,0.15,Website,IT
O005778,2024-11-29,C01774,P045,4,28.47,0.05,Website,IT
O005779,2024-11-29,C00206,P025,4,49.02,0.05,Mobile app,UK
O005780,2024-11-29,C00534,P034,1,14.59,0.0,Website,UK
O005781,2024-11-29,C01505,P030,1,33.28,0.0,Website,UK
O005782,2024-11-29,C00460,P019,1,40.09,0.0,Website,UK
O005783,2024-11-29,C01215,P004,2,47.78,0.1,Amazon,DE
O005784,2024-11-29,C01113,P003,2,39.69,0.05,eBay,FR
O005785,2024-11-29,C00649,P009,3,54.12,0.0,eBay,UK
O005786,2024-11-29,C01537,P007,1,63.29,0.0,Mobile app,IT
O005787,2024-11-29,C01105,P026,2,75.27,0.15,Mobile app,DE
O005788,2024-11-29,C00414,P041,1,31.84,0.0,Website,IT
O005789,2024-11-30,C00677,P022,4,38.7,0.0,Amazon,ES
O005790,2024-11-30,C00921,P001,1,61.96,0.0,eBay,FR
O005791,2024-11-30,C00528,P020,2,59.97,0.0,Mobile app,ES
O005792,2024-11-30,C01108,P011,3,55.29,0.0,Amazon,DE
O005793,2024-11-30,C01109,P040,1,16.17,0.05,Website,DE
O005794,2024-11-30,C01800,P027,1,78.48,0.15,Mobile app,UK
O005795,2024-11-30,C01922,P017,4,41.26,0.1,Website,FR
O005796,2024-11-30,C01932,P044,1,26.27,0.1,Website,FR
O005797,2024-11-30,C00199,P032,3,27.27,0.0,Mobile app,ES
O005798,2024-11-30,C00277,P045,3,28.96,0.0,Website,FR
O005799,2024-11-30,C00316,P021,2,37.76,0.15,Website,IT
O005800,2024-11-30,C00906,P035,3,14.33,0.1,Website,DE
O005801,2024-11-30,C00864,P026,1,76.76,0.1,Website,ES
O005802,2024-11-30,C01756,P035,2,13.97,0.1,Website,UK
O005803,2024-11-30,C00594,P002,1,65.85,0.0,eBay,IT
O005804,2024-11-30,C00544,P002,1,69.9,0.05,Mobile app,UK
O005805,2024-11-30,C01291,P036,2,23.93,0.0,Website,NL
O005806,2024-11-30,C00796,P016,3,52.78,0.05,Website,UK
O005807,2024-11-30,C00379,P011,2,52.52,0.0,Website,FR
O005808,2024-11-30,C00068,P018,2,76.47,0.15,Mobile app,FR
O005809,2024-11-30,C01010,P029,2,33.78,0.1,Website,ES
O005810,2024-11-30,C01342,P027,1,78.74,0.0,Website,UK
O005811,2024-11-30,C01363,P033,2,17.04,0.0,Mobile app,UK
O005812,2024-11-30,C00480,P040,3,16.31,0.0,Website,UK
O005813,2024-11-30,C00831,P040,2,16.77,0.0,Website,ES
O005814,2024-11-30,C00838,P038,3,26.91,0.1,Amazon,UK
O005815,2024-11-30,C01447,P022,1,38.45,0.15,Website,UK
O005816,2024-11-30,C00595,P037,1,11.58,0.1,Amazon,IT
O005817,2024-11-30,C00273,P043,2,16.62,0.0,Website,FR
O005818,2024-11-30,C01059,P008,1,41.16,0.0,Amazon,DE
O005819,2024-11-30,C00524,P032,4,26.18,0.0,Mobile app,UK
O005820,2024-12-01,C00642,P030,1,35.05,0.0,Mobile app,ES
O005821,2024-12-01,C01314,P002,1,68.17,0.1,Mobile app,UK
O005822,2024-12-01,C00036,P008,2,42.3,0.0,Website,FR
O005823,2024-12-01,C01775,P043,2,16.91,0.0,Website,DE
O005824,2024-12-01,C01664,P024,3,45.03,0.0,eBay,UK
O005825,2024-12-01,C01229,P012,2,47.61,0.1,Mobile app,DE
